ArmModuleId: 	0 	Time: 	2742553 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2560141629 	time_after_control_loop: 	2560232109 	T_diff: 	90480 	AngleAxisMust1: 	108.99 	AngleAxisMust0: 	170.73 	AngleWheelMust1: 	104.56 	AngleWheelMust0: 	113.42 	AngleAxisIs1: 	109.17 	AngleAxisIs0: 	170.73 	AngleWheelIs1: 	113.6 	AngleWheelIs0: 	104.74 	PositionError1: 	-0.172745 	PositionError0: 	-0.171745 	CurrentMust0: 	-34 	CurrentIs0: 	-27 	CurrentMust1: 	43 	CurrentIs1: 	38 	
ArmModuleId: 	1 	Time: 	2865445 	P0: 	200 	P1: 	300 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2560264579 	time_after_control_loop: 	2560341468 	T_diff: 	76889 	AngleAxisMust1: 	138.42 	AngleAxisMust0: 	121.77 	AngleWheelMust1: 	110.596 	AngleWheelMust0: 	166.244 	AngleAxisIs1: 	138.42 	AngleAxisIs0: 	121.77 	AngleWheelIs1: 	166.244 	AngleWheelIs0: 	110.596 	PositionError1: 	0.00143433 	PositionError0: 	0.00726318 	CurrentMust0: 	1 	CurrentIs0: 	4 	CurrentMust1: 	0 	CurrentIs1: 	1 	
ArmModuleId: 	0 	Time: 	3007195 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2560406272 	time_after_control_loop: 	2560437774 	T_diff: 	31502 	AngleAxisMust1: 	109.539 	AngleAxisMust0: 	169.666 	AngleWheelMust1: 	104.601 	AngleWheelMust0: 	114.477 	AngleAxisIs1: 	108.63 	AngleAxisIs0: 	171.81 	AngleWheelIs1: 	112.543 	AngleWheelIs0: 	104.717 	PositionError1: 	1.9323 	PositionError0: 	-0.115654 	CurrentMust0: 	-23 	CurrentIs0: 	-24 	CurrentMust1: 	-483 	CurrentIs1: 	-440 	
ArmModuleId: 	1 	Time: 	3065603 	P0: 	200 	P1: 	300 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2560464719 	time_after_control_loop: 	2560500854 	T_diff: 	36135 	AngleAxisMust1: 	138.2 	AngleAxisMust0: 	121.985 	AngleWheelMust1: 	110.479 	AngleWheelMust0: 	165.921 	AngleAxisIs1: 	137.52 	AngleAxisIs0: 	120.69 	AngleWheelIs1: 	165.86 	AngleWheelIs0: 	109.18 	PositionError1: 	0.061676 	PositionError0: 	1.29898 	CurrentMust0: 	259 	CurrentIs0: 	262 	CurrentMust1: 	-18 	CurrentIs1: 	-12 	
ArmModuleId: 	0 	Time: 	3162222 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2560561353 	time_after_control_loop: 	2560593511 	T_diff: 	32158 	AngleAxisMust1: 	109.62 	AngleAxisMust0: 	169.509 	AngleWheelMust1: 	104.607 	AngleWheelMust0: 	114.632 	AngleAxisIs1: 	108.18 	AngleAxisIs0: 	172.62 	AngleWheelIs1: 	111.706 	AngleWheelIs0: 	104.654 	PositionError1: 	2.9257 	PositionError0: 	-0.04673 	CurrentMust0: 	-9 	CurrentIs0: 	-17 	CurrentMust1: 	-731 	CurrentIs1: 	-734 	
ArmModuleId: 	1 	Time: 	3226087 	P0: 	200 	P1: 	300 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2560625197 	time_after_control_loop: 	2560656635 	T_diff: 	31438 	AngleAxisMust1: 	138.168 	AngleAxisMust0: 	122.017 	AngleWheelMust1: 	110.461 	AngleWheelMust0: 	165.874 	AngleAxisIs1: 	137.61 	AngleAxisIs0: 	120.96 	AngleWheelIs1: 	165.821 	AngleWheelIs0: 	109.399 	PositionError1: 	0.0528564 	PositionError0: 	1.06259 	CurrentMust0: 	212 	CurrentIs0: 	254 	CurrentMust1: 	-15 	CurrentIs1: 	8 	
ArmModuleId: 	0 	Time: 	3320496 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2560719572 	time_after_control_loop: 	2560755718 	T_diff: 	36146 	AngleAxisMust1: 	109.71 	AngleAxisMust0: 	169.335 	AngleWheelMust1: 	104.614 	AngleWheelMust0: 	114.806 	AngleAxisIs1: 	108.18 	AngleAxisIs0: 	172.71 	AngleWheelIs1: 	111.663 	AngleWheelIs0: 	104.697 	PositionError1: 	3.14239 	PositionError0: 	-0.0830917 	CurrentMust0: 	-16 	CurrentIs0: 	-9 	CurrentMust1: 	-785 	CurrentIs1: 	-778 	
ArmModuleId: 	1 	Time: 	3385928 	P0: 	200 	P1: 	300 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2560785014 	time_after_control_loop: 	2560813550 	T_diff: 	28536 	AngleAxisMust1: 	138.132 	AngleAxisMust0: 	122.052 	AngleWheelMust1: 	110.442 	AngleWheelMust0: 	165.821 	AngleAxisIs1: 	138.33 	AngleAxisIs0: 	122.4 	AngleWheelIs1: 	165.853 	AngleWheelIs0: 	110.807 	PositionError1: 	-0.0320587 	PositionError0: 	-0.364731 	CurrentMust0: 	-72 	CurrentIs0: 	-56 	CurrentMust1: 	9 	CurrentIs1: 	-5 	
ArmModuleId: 	0 	Time: 	3467787 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2560866851 	time_after_control_loop: 	2560892282 	T_diff: 	25431 	AngleAxisMust1: 	109.803 	AngleAxisMust0: 	169.153 	AngleWheelMust1: 	104.62 	AngleWheelMust0: 	114.986 	AngleAxisIs1: 	108.18 	AngleAxisIs0: 	172.62 	AngleWheelIs1: 	111.706 	AngleWheelIs0: 	104.654 	PositionError1: 	3.2797 	PositionError0: 	-0.0331955 	CurrentMust0: 	-6 	CurrentIs0: 	-2 	CurrentMust1: 	-819 	CurrentIs1: 	-822 	
ArmModuleId: 	1 	Time: 	3519841 	P0: 	200 	P1: 	300 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2560918922 	time_after_control_loop: 	2560951265 	T_diff: 	32343 	AngleAxisMust1: 	138.094 	AngleAxisMust0: 	122.089 	AngleWheelMust1: 	110.422 	AngleWheelMust0: 	165.766 	AngleAxisIs1: 	138.33 	AngleAxisIs0: 	122.85 	AngleWheelIs1: 	165.638 	AngleWheelIs0: 	111.022 	PositionError1: 	0.127914 	PositionError0: 	-0.599762 	CurrentMust0: 	-119 	CurrentIs0: 	-121 	CurrentMust1: 	-38 	CurrentIs1: 	-39 	
ArmModuleId: 	0 	Time: 	3604702 	P0: 	200 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2561003765 	time_after_control_loop: 	2561032732 	T_diff: 	28967 	AngleAxisMust1: 	109.894 	AngleAxisMust0: 	168.978 	AngleWheelMust1: 	104.627 	AngleWheelMust0: 	115.161 	AngleAxisIs1: 	108.18 	AngleAxisIs0: 	172.71 	AngleWheelIs1: 	111.663 	AngleWheelIs0: 	104.697 	PositionError1: 	3.49677 	PositionError0: 	-0.0695419 	CurrentMust0: 	-13 	CurrentIs0: 	-17 	CurrentMust1: 	-874 	CurrentIs1: 	-889 	
