ArmModuleId: 	0 	Time: 	2608419 	P0: 	120 	P1: 	130 	I0: 	0.5 	I1: 	0.5 	D0: 	0 	D1: 	0 	time_before_control_loop: 	1944720688 	time_after_control_loop: 	1944787378 	T_diff: 	66690 	AngleAxisMust1: 	122.76 	AngleAxisMust0: 	181.71 	AngleWheelMust1: 	123.577 	AngleWheelMust0: 	121.943 	AngleAxisIs1: 	122.67 	AngleAxisIs0: 	181.71 	AngleWheelIs1: 	121.853 	AngleWheelIs0: 	123.487 	PositionError1: 	0.0966644 	PositionError0: 	0.0964966 	CurrentMust0: 	74 	CurrentIs0: 	35 	CurrentMust1: 	-75 	CurrentIs1: 	-62 	
ArmModuleId: 	1 	Time: 	2704105 	P0: 	80 	P1: 	80 	I0: 	1 	I1: 	1 	D0: 	0 	D1: 	0 	time_before_control_loop: 	1944816433 	time_after_control_loop: 	1944894710 	T_diff: 	78277 	AngleAxisMust1: 	211.05 	AngleAxisMust0: 	220.05 	AngleWheelMust1: 	230.187 	AngleWheelMust0: 	191.913 	AngleAxisIs1: 	211.14 	AngleAxisIs0: 	219.87 	AngleWheelIs1: 	192.089 	AngleWheelIs0: 	230.191 	PositionError1: 	-0.177322 	PositionError0: 	-0.009552 	CurrentMust0: 	-13 	CurrentIs0: 	20 	CurrentMust1: 	254 	CurrentIs1: 	249 	
ArmModuleId: 	0 	Time: 	2841844 	P0: 	120 	P1: 	130 	I0: 	0.5 	I1: 	0.5 	D0: 	0 	D1: 	0 	time_before_control_loop: 	1944954108 	time_after_control_loop: 	1944981396 	T_diff: 	27288 	AngleAxisMust1: 	125.139 	AngleAxisMust0: 	182.781 	AngleWheelMust1: 	126.468 	AngleWheelMust0: 	123.81 	AngleAxisIs1: 	122.58 	AngleAxisIs0: 	182.43 	AngleWheelIs1: 	121.419 	AngleWheelIs0: 	123.741 	PositionError1: 	2.38882 	PositionError0: 	2.72323 	CurrentMust0: 	554 	CurrentIs0: 	574 	CurrentMust1: 	-518 	CurrentIs1: 	-520 	
ArmModuleId: 	1 	Time: 	2899136 	P0: 	80 	P1: 	80 	I0: 	1 	I1: 	1 	D0: 	0 	D1: 	0 	time_before_control_loop: 	1945011418 	time_after_control_loop: 	1945039349 	T_diff: 	27931 	AngleAxisMust1: 	211.47 	AngleAxisMust0: 	220.271 	AngleWheelMust1: 	230.713 	AngleWheelMust0: 	192.228 	AngleAxisIs1: 	209.52 	AngleAxisIs0: 	218.52 	AngleWheelIs1: 	191.114 	AngleWheelIs0: 	227.926 	PositionError1: 	1.11336 	PositionError0: 	2.78612 	CurrentMust0: 	480 	CurrentIs0: 	200 	CurrentMust1: 	60 	CurrentIs1: 	29 	
ArmModuleId: 	0 	Time: 	2986796 	P0: 	120 	P1: 	130 	I0: 	0.5 	I1: 	0.5 	D0: 	0 	D1: 	0 	time_before_control_loop: 	1945099063 	time_after_control_loop: 	1945130198 	T_diff: 	31135 	AngleAxisMust1: 	125.495 	AngleAxisMust0: 	182.941 	AngleWheelMust1: 	126.9 	AngleWheelMust0: 	124.089 	AngleAxisIs1: 	122.58 	AngleAxisIs0: 	182.43 	AngleWheelIs1: 	121.419 	AngleWheelIs0: 	123.741 	PositionError1: 	2.66976 	PositionError0: 	3.1582 	CurrentMust0: 	819 	CurrentIs0: 	817 	CurrentMust1: 	-743 	CurrentIs1: 	-734 	
ArmModuleId: 	1 	Time: 	3043801 	P0: 	80 	P1: 	80 	I0: 	1 	I1: 	1 	D0: 	0 	D1: 	0 	time_before_control_loop: 	1945156099 	time_after_control_loop: 	1945183012 	T_diff: 	26913 	AngleAxisMust1: 	211.533 	AngleAxisMust0: 	220.304 	AngleWheelMust1: 	230.792 	AngleWheelMust0: 	192.275 	AngleAxisIs1: 	209.79 	AngleAxisIs0: 	219.42 	AngleWheelIs1: 	190.954 	AngleWheelIs0: 	228.626 	PositionError1: 	1.32088 	PositionError0: 	2.16537 	CurrentMust0: 	789 	CurrentIs0: 	477 	CurrentMust1: 	-132 	CurrentIs1: 	-153 	
ArmModuleId: 	0 	Time: 	3125725 	P0: 	120 	P1: 	130 	I0: 	0.5 	I1: 	0.5 	D0: 	0 	D1: 	0 	time_before_control_loop: 	1945237989 	time_after_control_loop: 	1945264834 	T_diff: 	26845 	AngleAxisMust1: 	125.876 	AngleAxisMust0: 	183.113 	AngleWheelMust1: 	127.363 	AngleWheelMust0: 	124.388 	AngleAxisIs1: 	122.58 	AngleAxisIs0: 	182.16 	AngleWheelIs1: 	121.548 	AngleWheelIs0: 	123.612 	PositionError1: 	2.83984 	PositionError0: 	3.75037 	CurrentMust0: 	950 	CurrentIs0: 	957 	CurrentMust1: 	-869 	CurrentIs1: 	-889 	
ArmModuleId: 	1 	Time: 	3184994 	P0: 	80 	P1: 	80 	I0: 	1 	I1: 	1 	D0: 	0 	D1: 	0 	time_before_control_loop: 	1945297285 	time_after_control_loop: 	1945329893 	T_diff: 	32608 	AngleAxisMust1: 	211.601 	AngleAxisMust0: 	220.339 	AngleWheelMust1: 	230.876 	AngleWheelMust0: 	192.325 	AngleAxisIs1: 	210.96 	AngleAxisIs0: 	220.86 	AngleWheelIs1: 	191.436 	AngleWheelIs0: 	230.484 	PositionError1: 	0.889389 	PositionError0: 	0.391541 	CurrentMust0: 	827 	CurrentIs0: 	415 	CurrentMust1: 	-253 	CurrentIs1: 	-240 	
ArmModuleId: 	0 	Time: 	3271002 	P0: 	120 	P1: 	130 	I0: 	0.5 	I1: 	0.5 	D0: 	0 	D1: 	0 	time_before_control_loop: 	1945383290 	time_after_control_loop: 	1945410104 	T_diff: 	26814 	AngleAxisMust1: 	126.293 	AngleAxisMust0: 	183.301 	AngleWheelMust1: 	127.87 	AngleWheelMust0: 	124.716 	AngleAxisIs1: 	122.49 	AngleAxisIs0: 	182.16 	AngleWheelIs1: 	121.458 	AngleWheelIs0: 	123.522 	PositionError1: 	3.25712 	PositionError0: 	4.34704 	CurrentMust0: 	1021 	CurrentIs0: 	1024 	CurrentMust1: 	-923 	CurrentIs1: 	-925 	
ArmModuleId: 	1 	Time: 	3326248 	P0: 	80 	P1: 	80 	I0: 	1 	I1: 	1 	D0: 	0 	D1: 	0 	time_before_control_loop: 	1945438570 	time_after_control_loop: 	1945469540 	T_diff: 	30970 	AngleAxisMust1: 	211.674 	AngleAxisMust0: 	220.378 	AngleWheelMust1: 	230.968 	AngleWheelMust0: 	192.38 	AngleAxisIs1: 	217.8 	AngleAxisIs0: 	237.51 	AngleWheelIs1: 	190.32 	AngleWheelIs0: 	245.28 	PositionError1: 	2.0605 	PositionError0: 	-14.3122 	CurrentMust0: 	-1331 	CurrentIs0: 	-2531 	CurrentMust1: 	-556 	CurrentIs1: 	-561 	
ArmModuleId: 	0 	Time: 	3411505 	P0: 	120 	P1: 	130 	I0: 	0.5 	I1: 	0.5 	D0: 	0 	D1: 	0 	time_before_control_loop: 	1945523776 	time_after_control_loop: 	1945551296 	T_diff: 	27520 	AngleAxisMust1: 	126.724 	AngleAxisMust0: 	183.495 	AngleWheelMust1: 	128.394 	AngleWheelMust0: 	125.054 	AngleAxisIs1: 	122.58 	AngleAxisIs0: 	182.34 	AngleWheelIs1: 	121.462 	AngleWheelIs0: 	123.698 	PositionError1: 	3.59147 	PositionError0: 	4.69492 	CurrentMust0: 	1063 	CurrentIs0: 	1061 	CurrentMust1: 	-966 	CurrentIs1: 	-968 	
ArmModuleId: 	1 	Time: 	3465264 	P0: 	80 	P1: 	80 	I0: 	1 	I1: 	1 	D0: 	0 	D1: 	0 	time_before_control_loop: 	1945577552 	time_after_control_loop: 	1945605240 	T_diff: 	27688 	AngleAxisMust1: 	211.75 	AngleAxisMust0: 	220.418 	AngleWheelMust1: 	231.063 	AngleWheelMust0: 	192.438 	AngleAxisIs1: 	216.27 	AngleAxisIs0: 	232.74 	AngleWheelIs1: 	191.069 	AngleWheelIs0: 	241.471 	PositionError1: 	1.3683 	PositionError0: 	-10.4077 	CurrentMust0: 	167 	CurrentIs0: 	283 	CurrentMust1: 	-739 	CurrentIs1: 	-729 	
ArmModuleId: 	0 	Time: 	3547753 	P0: 	120 	P1: 	130 	I0: 	0.5 	I1: 	0.5 	D0: 	0 	D1: 	0 	time_before_control_loop: 	1945660019 	time_after_control_loop: 	1945691008 	T_diff: 	30989 	AngleAxisMust1: 	127.169 	AngleAxisMust0: 	183.695 	AngleWheelMust1: 	128.935 	AngleWheelMust0: 	125.403 	AngleAxisIs1: 	122.67 	AngleAxisIs0: 	182.61 	AngleWheelIs1: 	121.423 	AngleWheelIs0: 	123.917 	PositionError1: 	3.97949 	PositionError0: 	5.01627 	CurrentMust0: 	1101 	CurrentIs0: 	1098 	CurrentMust1: 	-1017 	CurrentIs1: 	-1020 	
ArmModuleId: 	1 	Time: 	3609100 	P0: 	80 	P1: 	80 	I0: 	1 	I1: 	1 	D0: 	0 	D1: 	0 	time_before_control_loop: 	1945721409 	time_after_control_loop: 	1945751847 	T_diff: 	30438 	AngleAxisMust1: 	211.829 	AngleAxisMust0: 	220.459 	AngleWheelMust1: 	231.162 	AngleWheelMust0: 	192.496 	AngleAxisIs1: 	217.53 	AngleAxisIs0: 	235.26 	AngleWheelIs1: 	191.125 	AngleWheelIs0: 	243.935 	PositionError1: 	1.37132 	PositionError0: 	-12.7735 	CurrentMust0: 	-1689 	CurrentIs0: 	-2151 	CurrentMust1: 	-936 	CurrentIs1: 	-949 	
