ArmModuleId: 	0 	Time: 	2786275 	P0: 	120 	P1: 	130 	I0: 	0.5 	I1: 	0.5 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2255849111 	time_after_control_loop: 	2255933382 	T_diff: 	84271 	AngleAxisMust1: 	131.67 	AngleAxisMust0: 	233.37 	AngleWheelMust1: 	157.172 	AngleWheelMust0: 	106.168 	AngleAxisIs1: 	131.85 	AngleAxisIs0: 	233.28 	AngleWheelIs1: 	106.391 	AngleWheelIs0: 	157.309 	PositionError1: 	-0.21508 	PositionError0: 	-0.134537 	CurrentMust0: 	-109 	CurrentIs0: 	-123 	CurrentMust1: 	178 	CurrentIs1: 	173 	
ArmModuleId: 	1 	Time: 	2910084 	P0: 	80 	P1: 	80 	I0: 	0.5 	I1: 	0.5 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2255972945 	time_after_control_loop: 	2256049297 	T_diff: 	76352 	AngleAxisMust1: 	225.81 	AngleAxisMust0: 	225.27 	AngleWheelMust1: 	247.441 	AngleWheelMust0: 	204.179 	AngleAxisIs1: 	225.72 	AngleAxisIs0: 	225.09 	AngleWheelIs1: 	204.175 	AngleWheelIs0: 	247.265 	PositionError1: 	0.00149536 	PositionError0: 	0.169052 	CurrentMust0: 	136 	CurrentIs0: 	136 	CurrentMust1: 	-1 	CurrentIs1: 	-8 	
ArmModuleId: 	0 	Time: 	3049147 	P0: 	120 	P1: 	130 	I0: 	0.5 	I1: 	0.5 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2256111980 	time_after_control_loop: 	2256139471 	T_diff: 	27491 	AngleAxisMust1: 	132.975 	AngleAxisMust0: 	231.928 	AngleWheelMust1: 	157.789 	AngleWheelMust0: 	108.162 	AngleAxisIs1: 	131.76 	AngleAxisIs0: 	234 	AngleWheelIs1: 	105.957 	AngleWheelIs0: 	157.563 	PositionError1: 	2.20309 	PositionError0: 	0.224899 	CurrentMust0: 	-60 	CurrentIs0: 	-84 	CurrentMust1: 	-266 	CurrentIs1: 	-254 	
ArmModuleId: 	1 	Time: 	3106577 	P0: 	80 	P1: 	80 	I0: 	0.5 	I1: 	0.5 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2256169431 	time_after_control_loop: 	2256203901 	T_diff: 	34470 	AngleAxisMust1: 	224.573 	AngleAxisMust0: 	224.047 	AngleWheelMust1: 	245.62 	AngleWheelMust0: 	203.525 	AngleAxisIs1: 	224.73 	AngleAxisIs0: 	224.1 	AngleWheelIs1: 	203.658 	AngleWheelIs0: 	245.802 	PositionError1: 	-0.131149 	PositionError0: 	-0.179871 	CurrentMust0: 	108 	CurrentIs0: 	109 	CurrentMust1: 	15 	CurrentIs1: 	3 	
ArmModuleId: 	0 	Time: 	3199596 	P0: 	120 	P1: 	130 	I0: 	0.5 	I1: 	0.5 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2256262422 	time_after_control_loop: 	2256297421 	T_diff: 	34999 	AngleAxisMust1: 	133.169 	AngleAxisMust0: 	231.714 	AngleWheelMust1: 	157.88 	AngleWheelMust0: 	108.458 	AngleAxisIs1: 	131.49 	AngleAxisIs0: 	233.64 	AngleWheelIs1: 	105.859 	AngleWheelIs0: 	157.121 	PositionError1: 	2.59872 	PositionError0: 	0.758926 	CurrentMust0: 	40 	CurrentIs0: 	46 	CurrentMust1: 	-498 	CurrentIs1: 	-499 	
ArmModuleId: 	1 	Time: 	3266693 	P0: 	80 	P1: 	80 	I0: 	0.5 	I1: 	0.5 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2256329545 	time_after_control_loop: 	2256356574 	T_diff: 	27029 	AngleAxisMust1: 	224.389 	AngleAxisMust0: 	223.866 	AngleWheelMust1: 	245.349 	AngleWheelMust0: 	203.428 	AngleAxisIs1: 	224.73 	AngleAxisIs0: 	224.01 	AngleWheelIs1: 	203.701 	AngleWheelIs0: 	245.759 	PositionError1: 	-0.271927 	PositionError0: 	-0.409485 	CurrentMust0: 	66 	CurrentIs0: 	50 	CurrentMust1: 	42 	CurrentIs1: 	55 	
ArmModuleId: 	0 	Time: 	3363969 	P0: 	120 	P1: 	130 	I0: 	0.5 	I1: 	0.5 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2256426797 	time_after_control_loop: 	2256459699 	T_diff: 	32902 	AngleAxisMust1: 	133.375 	AngleAxisMust0: 	231.487 	AngleWheelMust1: 	157.977 	AngleWheelMust0: 	108.773 	AngleAxisIs1: 	131.4 	AngleAxisIs0: 	233.37 	AngleWheelIs1: 	105.898 	AngleWheelIs0: 	156.902 	PositionError1: 	2.87387 	PositionError0: 	1.07509 	CurrentMust0: 	153 	CurrentIs0: 	160 	CurrentMust1: 	-767 	CurrentIs1: 	-757 	
ArmModuleId: 	1 	Time: 	3428228 	P0: 	80 	P1: 	80 	I0: 	0.5 	I1: 	0.5 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2256491057 	time_after_control_loop: 	2256518193 	T_diff: 	27136 	AngleAxisMust1: 	224.194 	AngleAxisMust0: 	223.673 	AngleWheelMust1: 	245.062 	AngleWheelMust0: 	203.326 	AngleAxisIs1: 	224.73 	AngleAxisIs0: 	224.19 	AngleWheelIs1: 	203.615 	AngleWheelIs0: 	245.845 	PositionError1: 	-0.288757 	PositionError0: 	-0.78241 	CurrentMust0: 	-11 	CurrentIs0: 	11 	CurrentMust1: 	66 	CurrentIs1: 	95 	
ArmModuleId: 	0 	Time: 	3507170 	P0: 	120 	P1: 	130 	I0: 	0.5 	I1: 	0.5 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2256569987 	time_after_control_loop: 	2256609857 	T_diff: 	39870 	AngleAxisMust1: 	133.599 	AngleAxisMust0: 	231.24 	AngleWheelMust1: 	158.083 	AngleWheelMust0: 	109.115 	AngleAxisIs1: 	131.4 	AngleAxisIs0: 	233.28 	AngleWheelIs1: 	105.941 	AngleWheelIs0: 	156.859 	PositionError1: 	3.173 	PositionError0: 	1.22389 	CurrentMust0: 	253 	CurrentIs0: 	256 	CurrentMust1: 	-912 	CurrentIs1: 	-1089 	
ArmModuleId: 	1 	Time: 	3574308 	P0: 	80 	P1: 	80 	I0: 	0.5 	I1: 	0.5 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2256637146 	time_after_control_loop: 	2256663155 	T_diff: 	26009 	AngleAxisMust1: 	223.982 	AngleAxisMust0: 	223.463 	AngleWheelMust1: 	244.75 	AngleWheelMust0: 	203.214 	AngleAxisIs1: 	224.73 	AngleAxisIs0: 	224.1 	AngleWheelIs1: 	203.658 	AngleWheelIs0: 	245.802 	PositionError1: 	-0.443832 	PositionError0: 	-1.05197 	CurrentMust0: 	-100 	CurrentIs0: 	-85 	CurrentMust1: 	105 	CurrentIs1: 	116 	
ArmModuleId: 	0 	Time: 	3662236 	P0: 	120 	P1: 	130 	I0: 	0.5 	I1: 	0.5 	D0: 	0 	D1: 	0 	time_before_control_loop: 	2256725048 	time_after_control_loop: 	2256757979 	T_diff: 	32931 	AngleAxisMust1: 	133.831 	AngleAxisMust0: 	230.983 	AngleWheelMust1: 	158.193 	AngleWheelMust0: 	109.47 	AngleAxisIs1: 	131.4 	AngleAxisIs0: 	233.46 	AngleWheelIs1: 	105.855 	AngleWheelIs0: 	156.945 	PositionError1: 	3.61401 	PositionError0: 	1.24763 	CurrentMust0: 	352 	CurrentIs0: 	374 	CurrentMust1: 	-969 	CurrentIs1: 	-949 	
