ArmModuleId: 	0 	Time: 	2594333 	P0: 	130 	P1: 	140 	I0: 	0.5 	I1: 	0.5 	D0: 	5 	D1: 	5 	time_before_control_loop: 	3039309967 	time_after_control_loop: 	3039376292 	T_diff: 	66325 	AngleAxisMust1: 	176.85 	AngleAxisMust0: 	188.37 	AngleWheelMust1: 	180.849 	AngleWheelMust0: 	172.851 	AngleAxisIs1: 	176.67 	AngleAxisIs0: 	188.46 	AngleWheelIs1: 	172.628 	AngleWheelIs0: 	180.712 	PositionError1: 	0.223846 	PositionError0: 	0.136902 	CurrentMust0: 	106 	CurrentIs0: 	128 	CurrentMust1: 	-176 	CurrentIs1: 	-130 	
ArmModuleId: 	1 	Time: 	2697299 	P0: 	80 	P1: 	80 	I0: 	0.2 	I1: 	0.2 	D0: 	5 	D1: 	5 	time_before_control_loop: 	3039413017 	time_after_control_loop: 	3039484225 	T_diff: 	71208 	AngleAxisMust1: 	175.77 	AngleAxisMust0: 	175.32 	AngleWheelMust1: 	173.534 	AngleWheelMust0: 	178.006 	AngleAxisIs1: 	175.59 	AngleAxisIs0: 	175.23 	AngleWheelIs1: 	177.869 	AngleWheelIs0: 	173.311 	PositionError1: 	0.137207 	PositionError0: 	0.22374 	CurrentMust0: 	78 	CurrentIs0: 	42 	CurrentMust1: 	-48 	CurrentIs1: 	-40 	
ArmModuleId: 	0 	Time: 	2822236 	P0: 	130 	P1: 	140 	I0: 	0.5 	I1: 	0.5 	D0: 	5 	D1: 	5 	time_before_control_loop: 	3039537874 	time_after_control_loop: 	3039564932 	T_diff: 	27058 	AngleAxisMust1: 	175.824 	AngleAxisMust0: 	187.092 	AngleWheelMust1: 	179.213 	AngleWheelMust0: 	172.435 	AngleAxisIs1: 	176.67 	AngleAxisIs0: 	189.36 	AngleWheelIs1: 	172.197 	AngleWheelIs0: 	181.143 	PositionError1: 	0.238556 	PositionError0: 	-1.92723 	CurrentMust0: 	-263 	CurrentIs0: 	-270 	CurrentMust1: 	-205 	CurrentIs1: 	-241 	
ArmModuleId: 	1 	Time: 	2875477 	P0: 	80 	P1: 	80 	I0: 	0.2 	I1: 	0.2 	D0: 	5 	D1: 	5 	time_before_control_loop: 	3039591119 	time_after_control_loop: 	3039622356 	T_diff: 	31237 	AngleAxisMust1: 	174.768 	AngleAxisMust0: 	174.328 	AngleWheelMust1: 	172.058 	AngleWheelMust0: 	177.478 	AngleAxisIs1: 	174.6 	AngleAxisIs0: 	174.24 	AngleWheelIs1: 	177.352 	AngleWheelIs0: 	171.848 	PositionError1: 	0.126846 	PositionError0: 	0.212387 	CurrentMust0: 	85 	CurrentIs0: 	131 	CurrentMust1: 	-52 	CurrentIs1: 	-88 	
ArmModuleId: 	0 	Time: 	2969670 	P0: 	130 	P1: 	140 	I0: 	0.5 	I1: 	0.5 	D0: 	5 	D1: 	5 	time_before_control_loop: 	3039685310 	time_after_control_loop: 	3039711955 	T_diff: 	26645 	AngleAxisMust1: 	175.672 	AngleAxisMust0: 	186.903 	AngleWheelMust1: 	178.971 	AngleWheelMust0: 	172.374 	AngleAxisIs1: 	176.67 	AngleAxisIs0: 	189.36 	AngleWheelIs1: 	172.197 	AngleWheelIs0: 	181.143 	PositionError1: 	0.176651 	PositionError0: 	-2.17123 	CurrentMust0: 	-446 	CurrentIs0: 	-438 	CurrentMust1: 	-211 	CurrentIs1: 	-159 	
ArmModuleId: 	1 	Time: 	3022454 	P0: 	80 	P1: 	80 	I0: 	0.2 	I1: 	0.2 	D0: 	5 	D1: 	5 	time_before_control_loop: 	3039738115 	time_after_control_loop: 	3039766996 	T_diff: 	28881 	AngleAxisMust1: 	174.62 	AngleAxisMust0: 	174.181 	AngleWheelMust1: 	171.839 	AngleWheelMust0: 	177.4 	AngleAxisIs1: 	174.6 	AngleAxisIs0: 	174.24 	AngleWheelIs1: 	177.352 	AngleWheelIs0: 	171.848 	PositionError1: 	0.0479584 	PositionError0: 	-0.00827026 	CurrentMust0: 	70 	CurrentIs0: 	35 	CurrentMust1: 	-48 	CurrentIs1: 	-15 	
ArmModuleId: 	0 	Time: 	3107265 	P0: 	130 	P1: 	140 	I0: 	0.5 	I1: 	0.5 	D0: 	5 	D1: 	5 	time_before_control_loop: 	3039822897 	time_after_control_loop: 	3039860771 	T_diff: 	37874 	AngleAxisMust1: 	175.513 	AngleAxisMust0: 	186.704 	AngleWheelMust1: 	178.716 	AngleWheelMust0: 	172.309 	AngleAxisIs1: 	176.67 	AngleAxisIs0: 	189.36 	AngleWheelIs1: 	172.197 	AngleWheelIs0: 	181.143 	PositionError1: 	0.112 	PositionError0: 	-2.42607 	CurrentMust0: 	-637 	CurrentIs0: 	-637 	CurrentMust1: 	-212 	CurrentIs1: 	-233 	
ArmModuleId: 	1 	Time: 	3176157 	P0: 	80 	P1: 	80 	I0: 	0.2 	I1: 	0.2 	D0: 	5 	D1: 	5 	time_before_control_loop: 	3039891810 	time_after_control_loop: 	3039919519 	T_diff: 	27709 	AngleAxisMust1: 	174.463 	AngleAxisMust0: 	174.026 	AngleWheelMust1: 	171.609 	AngleWheelMust0: 	177.318 	AngleAxisIs1: 	174.6 	AngleAxisIs0: 	174.24 	AngleWheelIs1: 	177.352 	AngleWheelIs0: 	171.848 	PositionError1: 	-0.0342865 	PositionError0: 	-0.238235 	CurrentMust0: 	48 	CurrentIs0: 	42 	CurrentMust1: 	-41 	CurrentIs1: 	-75 	
ArmModuleId: 	0 	Time: 	3262388 	P0: 	130 	P1: 	140 	I0: 	0.5 	I1: 	0.5 	D0: 	5 	D1: 	5 	time_before_control_loop: 	3039978019 	time_after_control_loop: 	3040005278 	T_diff: 	27259 	AngleAxisMust1: 	175.317 	AngleAxisMust0: 	186.46 	AngleWheelMust1: 	178.404 	AngleWheelMust0: 	172.23 	AngleAxisIs1: 	176.58 	AngleAxisIs0: 	189.36 	AngleWheelIs1: 	172.107 	AngleWheelIs0: 	181.053 	PositionError1: 	0.122894 	PositionError0: 	-2.64792 	CurrentMust0: 	155 	CurrentIs0: 	153 	CurrentMust1: 	-223 	CurrentIs1: 	-248 	
ArmModuleId: 	1 	Time: 	3315720 	P0: 	80 	P1: 	80 	I0: 	0.2 	I1: 	0.2 	D0: 	5 	D1: 	5 	time_before_control_loop: 	3040031396 	time_after_control_loop: 	3040058281 	T_diff: 	26885 	AngleAxisMust1: 	174.272 	AngleAxisMust0: 	173.837 	AngleWheelMust1: 	171.328 	AngleWheelMust0: 	177.217 	AngleAxisIs1: 	174.6 	AngleAxisIs0: 	174.24 	AngleWheelIs1: 	177.352 	AngleWheelIs0: 	171.848 	PositionError1: 	-0.134872 	PositionError0: 	-0.519424 	CurrentMust0: 	15 	CurrentIs0: 	13 	CurrentMust1: 	-31 	CurrentIs1: 	-48 	
ArmModuleId: 	0 	Time: 	3405395 	P0: 	130 	P1: 	140 	I0: 	0.5 	I1: 	0.5 	D0: 	5 	D1: 	5 	time_before_control_loop: 	3040121032 	time_after_control_loop: 	3040153324 	T_diff: 	32292 	AngleAxisMust1: 	175.132 	AngleAxisMust0: 	186.229 	AngleWheelMust1: 	178.109 	AngleWheelMust0: 	172.155 	AngleAxisIs1: 	176.67 	AngleAxisIs0: 	189.45 	AngleWheelIs1: 	172.154 	AngleWheelIs0: 	181.186 	PositionError1: 	0.000961304 	PositionError0: 	-3.07635 	CurrentMust0: 	-104 	CurrentIs0: 	-86 	CurrentMust1: 	-210 	CurrentIs1: 	-159 	
