ArmModuleId: 	0 	Time: 	2686958 	P0: 	200 	P1: 	200 	I0: 	0.7 	I1: 	0.7 	D0: 	18 	D1: 	18 	time_before_control_loop: 	3545891081 	time_after_control_loop: 	3545984879 	T_diff: 	93798 	AngleAxisMust1: 	181.53 	AngleAxisMust0: 	133.02 	AngleWheelMust1: 	159.081 	AngleWheelMust0: 	203.979 	AngleAxisIs1: 	181.62 	AngleAxisIs0: 	133.02 	AngleWheelIs1: 	204.069 	AngleWheelIs0: 	159.171 	PositionError1: 	-0.0926514 	PositionError0: 	-0.0876617 	CurrentMust0: 	-99 	CurrentIs0: 	-85 	CurrentMust1: 	106 	CurrentIs1: 	97 	
ArmModuleId: 	1 	Time: 	2819946 	P0: 	120 	P1: 	120 	I0: 	0.4 	I1: 	0.4 	D0: 	11 	D1: 	11 	time_before_control_loop: 	3546024090 	time_after_control_loop: 	3546095877 	T_diff: 	71787 	AngleAxisMust1: 	181.53 	AngleAxisMust0: 	176.85 	AngleWheelMust1: 	180.025 	AngleWheelMust0: 	183.035 	AngleAxisIs1: 	181.44 	AngleAxisIs0: 	176.76 	AngleWheelIs1: 	182.988 	AngleWheelIs0: 	179.892 	PositionError1: 	0.0466614 	PositionError0: 	0.133011 	CurrentMust0: 	90 	CurrentIs0: 	82 	CurrentMust1: 	-31 	CurrentIs1: 	-60 	
ArmModuleId: 	0 	Time: 	2959944 	P0: 	200 	P1: 	200 	I0: 	0.7 	I1: 	0.7 	D0: 	18 	D1: 	18 	time_before_control_loop: 	3546164070 	time_after_control_loop: 	3546190975 	T_diff: 	26905 	AngleAxisMust1: 	180.253 	AngleAxisMust0: 	134.185 	AngleWheelMust1: 	158.361 	AngleWheelMust0: 	202.145 	AngleAxisIs1: 	181.26 	AngleAxisIs0: 	133.38 	AngleWheelIs1: 	203.537 	AngleWheelIs0: 	158.983 	PositionError1: 	-1.38972 	PositionError0: 	-0.622131 	CurrentMust0: 	-274 	CurrentIs0: 	-291 	CurrentMust1: 	499 	CurrentIs1: 	478 	
ArmModuleId: 	1 	Time: 	3021520 	P0: 	120 	P1: 	120 	I0: 	0.4 	I1: 	0.4 	D0: 	11 	D1: 	11 	time_before_control_loop: 	3546225677 	time_after_control_loop: 	3546254881 	T_diff: 	29204 	AngleAxisMust1: 	181.988 	AngleAxisMust0: 	176.928 	AngleWheelMust1: 	180.52 	AngleWheelMust0: 	183.456 	AngleAxisIs1: 	180.9 	AngleAxisIs0: 	176.13 	AngleWheelIs1: 	182.749 	AngleWheelIs0: 	179.051 	PositionError1: 	0.705887 	PositionError0: 	1.46848 	CurrentMust0: 	315 	CurrentIs0: 	303 	CurrentMust1: 	-141 	CurrentIs1: 	-140 	
ArmModuleId: 	0 	Time: 	3114259 	P0: 	200 	P1: 	200 	I0: 	0.7 	I1: 	0.7 	D0: 	18 	D1: 	18 	time_before_control_loop: 	3546318384 	time_after_control_loop: 	3546353649 	T_diff: 	35265 	AngleAxisMust1: 	180.061 	AngleAxisMust0: 	134.36 	AngleWheelMust1: 	158.252 	AngleWheelMust0: 	201.869 	AngleAxisIs1: 	180.99 	AngleAxisIs0: 	133.47 	AngleWheelIs1: 	203.224 	AngleWheelIs0: 	158.756 	PositionError1: 	-1.35376 	PositionError0: 	-0.503983 	CurrentMust0: 	-311 	CurrentIs0: 	-306 	CurrentMust1: 	640 	CurrentIs1: 	638 	
ArmModuleId: 	1 	Time: 	3175674 	P0: 	120 	P1: 	120 	I0: 	0.4 	I1: 	0.4 	D0: 	11 	D1: 	11 	time_before_control_loop: 	3546379823 	time_after_control_loop: 	3546409649 	T_diff: 	29826 	AngleAxisMust1: 	182.057 	AngleAxisMust0: 	176.94 	AngleWheelMust1: 	180.594 	AngleWheelMust0: 	183.519 	AngleAxisIs1: 	180.99 	AngleAxisIs0: 	177.12 	AngleWheelIs1: 	182.366 	AngleWheelIs0: 	179.614 	PositionError1: 	1.15259 	PositionError0: 	0.980377 	CurrentMust0: 	332 	CurrentIs0: 	590 	CurrentMust1: 	-251 	CurrentIs1: 	-254 	
ArmModuleId: 	0 	Time: 	3274233 	P0: 	200 	P1: 	200 	I0: 	0.7 	I1: 	0.7 	D0: 	18 	D1: 	18 	time_before_control_loop: 	3546478357 	time_after_control_loop: 	3546506730 	T_diff: 	28373 	AngleAxisMust1: 	179.833 	AngleAxisMust0: 	134.567 	AngleWheelMust1: 	158.124 	AngleWheelMust0: 	201.542 	AngleAxisIs1: 	180.27 	AngleAxisIs0: 	134.64 	AngleWheelIs1: 	201.944 	AngleWheelIs0: 	158.596 	PositionError1: 	-0.401428 	PositionError0: 	-0.471497 	CurrentMust0: 	-359 	CurrentIs0: 	-351 	CurrentMust1: 	548 	CurrentIs1: 	704 	
ArmModuleId: 	1 	Time: 	3331191 	P0: 	120 	P1: 	120 	I0: 	0.4 	I1: 	0.4 	D0: 	11 	D1: 	11 	time_before_control_loop: 	3546535336 	time_after_control_loop: 	3546567013 	T_diff: 	31677 	AngleAxisMust1: 	182.138 	AngleAxisMust0: 	176.954 	AngleWheelMust1: 	180.683 	AngleWheelMust0: 	183.594 	AngleAxisIs1: 	183.51 	AngleAxisIs0: 	180.9 	AngleWheelIs1: 	183.08 	AngleWheelIs0: 	183.94 	PositionError1: 	0.513733 	PositionError0: 	-3.2576 	CurrentMust0: 	-246 	CurrentIs0: 	-360 	CurrentMust1: 	-228 	CurrentIs1: 	-214 	
ArmModuleId: 	0 	Time: 	3433263 	P0: 	200 	P1: 	200 	I0: 	0.7 	I1: 	0.7 	D0: 	18 	D1: 	18 	time_before_control_loop: 	3546637386 	time_after_control_loop: 	3546670557 	T_diff: 	33171 	AngleAxisMust1: 	179.61 	AngleAxisMust0: 	134.771 	AngleWheelMust1: 	157.998 	AngleWheelMust0: 	201.222 	AngleAxisIs1: 	179.28 	AngleAxisIs0: 	136.98 	AngleWheelIs1: 	199.836 	AngleWheelIs0: 	158.724 	PositionError1: 	1.38582 	PositionError0: 	-0.725784 	CurrentMust0: 	-477 	CurrentIs0: 	-458 	CurrentMust1: 	136 	CurrentIs1: 	93 	
ArmModuleId: 	1 	Time: 	3497638 	P0: 	120 	P1: 	120 	I0: 	0.4 	I1: 	0.4 	D0: 	11 	D1: 	11 	time_before_control_loop: 	3546701787 	time_after_control_loop: 	3546742310 	T_diff: 	40523 	AngleAxisMust1: 	182.218 	AngleAxisMust0: 	176.967 	AngleWheelMust1: 	180.769 	AngleWheelMust0: 	183.667 	AngleAxisIs1: 	183.78 	AngleAxisIs0: 	182.52 	AngleWheelIs1: 	182.576 	AngleWheelIs0: 	184.984 	PositionError1: 	1.09142 	PositionError0: 	-4.21503 	CurrentMust0: 	-610 	CurrentIs0: 	65 	CurrentMust1: 	-351 	CurrentIs1: 	-334 	
ArmModuleId: 	0 	Time: 	3595704 	P0: 	200 	P1: 	200 	I0: 	0.7 	I1: 	0.7 	D0: 	18 	D1: 	18 	time_before_control_loop: 	3546799828 	time_after_control_loop: 	3546833552 	T_diff: 	33724 	AngleAxisMust1: 	179.331 	AngleAxisMust0: 	135.025 	AngleWheelMust1: 	157.84 	AngleWheelMust0: 	200.821 	AngleAxisIs1: 	177.66 	AngleAxisIs0: 	139.32 	AngleWheelIs1: 	197.098 	AngleWheelIs0: 	158.222 	PositionError1: 	3.72346 	PositionError0: 	-0.381348 	CurrentMust0: 	-471 	CurrentIs0: 	-480 	CurrentMust1: 	-624 	CurrentIs1: 	-589 	
ArmModuleId: 	1 	Time: 	3655839 	P0: 	120 	P1: 	120 	I0: 	0.4 	I1: 	0.4 	D0: 	11 	D1: 	11 	time_before_control_loop: 	3546859988 	time_after_control_loop: 	3546886823 	T_diff: 	26835 	AngleAxisMust1: 	182.318 	AngleAxisMust0: 	176.984 	AngleWheelMust1: 	180.877 	AngleWheelMust0: 	183.759 	AngleAxisIs1: 	181.53 	AngleAxisIs0: 	177.57 	AngleWheelIs1: 	182.691 	AngleWheelIs0: 	180.369 	PositionError1: 	1.06798 	PositionError0: 	0.508362 	CurrentMust0: 	-160 	CurrentIs0: 	434 	CurrentMust1: 	-414 	CurrentIs1: 	-421 	
ArmModuleId: 	0 	Time: 	3747405 	P0: 	200 	P1: 	200 	I0: 	0.7 	I1: 	0.7 	D0: 	18 	D1: 	18 	time_before_control_loop: 	3546951536 	time_after_control_loop: 	3546982271 	T_diff: 	30735 	AngleAxisMust1: 	179.083 	AngleAxisMust0: 	135.251 	AngleWheelMust1: 	157.7 	AngleWheelMust0: 	200.465 	AngleAxisIs1: 	177.03 	AngleAxisIs0: 	139.5 	AngleWheelIs1: 	196.382 	AngleWheelIs0: 	157.678 	PositionError1: 	4.08359 	PositionError0: 	0.0227509 	CurrentMust0: 	-409 	CurrentIs0: 	-413 	CurrentMust1: 	-1106 	CurrentIs1: 	-1128 	
ArmModuleId: 	1 	Time: 	3813675 	P0: 	120 	P1: 	120 	I0: 	0.4 	I1: 	0.4 	D0: 	11 	D1: 	11 	time_before_control_loop: 	3547017818 	time_after_control_loop: 	3547053079 	T_diff: 	35261 	AngleAxisMust1: 	182.407 	AngleAxisMust0: 	177 	AngleWheelMust1: 	180.974 	AngleWheelMust0: 	183.841 	AngleAxisIs1: 	180 	AngleAxisIs0: 	174.06 	AngleWheelIs1: 	182.838 	AngleWheelIs0: 	177.162 	PositionError1: 	1.0024 	PositionError0: 	3.81166 	CurrentMust0: 	372 	CurrentIs0: 	359 	CurrentMust1: 	-472 	CurrentIs1: 	-455 	
ArmModuleId: 	0 	Time: 	3916564 	P0: 	200 	P1: 	200 	I0: 	0.7 	I1: 	0.7 	D0: 	18 	D1: 	18 	time_before_control_loop: 	3547120689 	time_after_control_loop: 	3547161091 	T_diff: 	40402 	AngleAxisMust1: 	178.782 	AngleAxisMust0: 	135.526 	AngleWheelMust1: 	157.53 	AngleWheelMust0: 	200.033 	AngleAxisIs1: 	176.94 	AngleAxisIs0: 	139.59 	AngleWheelIs1: 	196.249 	AngleWheelIs0: 	157.631 	PositionError1: 	3.78467 	PositionError0: 	-0.100006 	CurrentMust0: 	-438 	CurrentIs0: 	-435 	CurrentMust1: 	-1456 	CurrentIs1: 	-1472 	
ArmModuleId: 	1 	Time: 	3983106 	P0: 	120 	P1: 	120 	I0: 	0.4 	I1: 	0.4 	D0: 	11 	D1: 	11 	time_before_control_loop: 	3547187253 	time_after_control_loop: 	3547218381 	T_diff: 	31128 	AngleAxisMust1: 	182.515 	AngleAxisMust0: 	177.018 	AngleWheelMust1: 	181.09 	AngleWheelMust0: 	183.94 	AngleAxisIs1: 	180.45 	AngleAxisIs0: 	174.87 	AngleWheelIs1: 	182.901 	AngleWheelIs0: 	177.999 	PositionError1: 	1.03848 	PositionError0: 	3.0912 	CurrentMust0: 	519 	CurrentIs0: 	838 	CurrentMust1: 	-524 	CurrentIs1: 	-522 	
ArmModuleId: 	0 	Time: 	4072811 	P0: 	200 	P1: 	200 	I0: 	0.7 	I1: 	0.7 	D0: 	18 	D1: 	18 	time_before_control_loop: 	3547276937 	time_after_control_loop: 	3547304333 	T_diff: 	27396 	AngleAxisMust1: 	178.464 	AngleAxisMust0: 	135.816 	AngleWheelMust1: 	157.351 	AngleWheelMust0: 	199.577 	AngleAxisIs1: 	176.94 	AngleAxisIs0: 	139.59 	AngleWheelIs1: 	196.249 	AngleWheelIs0: 	157.631 	PositionError1: 	3.32822 	PositionError0: 	-0.27948 	CurrentMust0: 	-495 	CurrentIs0: 	-509 	CurrentMust1: 	-1365 	CurrentIs1: 	-1339 	
ArmModuleId: 	1 	Time: 	4129050 	P0: 	120 	P1: 	120 	I0: 	0.4 	I1: 	0.4 	D0: 	11 	D1: 	11 	time_before_control_loop: 	3547333198 	time_after_control_loop: 	3547362320 	T_diff: 	29122 	AngleAxisMust1: 	182.629 	AngleAxisMust0: 	177.037 	AngleWheelMust1: 	181.213 	AngleWheelMust0: 	184.045 	AngleAxisIs1: 	183.6 	AngleAxisIs0: 	180.72 	AngleWheelIs1: 	183.256 	AngleWheelIs0: 	183.944 	PositionError1: 	0.788467 	PositionError0: 	-2.73087 	CurrentMust0: 	-169 	CurrentIs0: 	16 	CurrentMust1: 	-494 	CurrentIs1: 	-502 	
ArmModuleId: 	0 	Time: 	4232282 	P0: 	200 	P1: 	200 	I0: 	0.7 	I1: 	0.7 	D0: 	18 	D1: 	18 	time_before_control_loop: 	3547436406 	time_after_control_loop: 	3547472200 	T_diff: 	35794 	AngleAxisMust1: 	178.163 	AngleAxisMust0: 	136.089 	AngleWheelMust1: 	157.181 	AngleWheelMust0: 	199.145 	AngleAxisIs1: 	176.94 	AngleAxisIs0: 	139.59 	AngleWheelIs1: 	196.249 	AngleWheelIs0: 	157.631 	PositionError1: 	2.89682 	PositionError0: 	-0.449051 	CurrentMust0: 	-570 	CurrentIs0: 	-576 	CurrentMust1: 	-1279 	CurrentIs1: 	-1280 	
