ArmModuleId: 	0 	Time: 	2585559 	P0: 	230 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3860908586 	time_after_control_loop: 	3860975751 	T_diff: 	67165 	AngleAxisMust1: 	129.87 	AngleAxisMust0: 	183.51 	AngleWheelMust1: 	131.547 	AngleWheelMust0: 	128.193 	AngleAxisIs1: 	129.96 	AngleAxisIs0: 	183.51 	AngleWheelIs1: 	128.283 	AngleWheelIs0: 	131.637 	PositionError1: 	-0.0840149 	PositionError0: 	-0.0843964 	CurrentMust0: 	-19 	CurrentIs0: 	-5 	CurrentMust1: 	21 	CurrentIs1: 	3 	
ArmModuleId: 	1 	Time: 	2679293 	P0: 	140 	P1: 	140 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3861002363 	time_after_control_loop: 	3861069912 	T_diff: 	67549 	AngleAxisMust1: 	194.04 	AngleAxisMust0: 	180.36 	AngleWheelMust1: 	194.212 	AngleWheelMust0: 	193.868 	AngleAxisIs1: 	193.95 	AngleAxisIs0: 	180.36 	AngleWheelIs1: 	193.778 	AngleWheelIs0: 	194.122 	PositionError1: 	0.0884399 	PositionError0: 	0.0884094 	CurrentMust0: 	12 	CurrentIs0: 	12 	CurrentMust1: 	-12 	CurrentIs1: 	-13 	
ArmModuleId: 	0 	Time: 	2806559 	P0: 	230 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3861129587 	time_after_control_loop: 	3861156531 	T_diff: 	26944 	AngleAxisMust1: 	132.025 	AngleAxisMust0: 	184.511 	AngleWheelMust1: 	134.181 	AngleWheelMust0: 	129.87 	AngleAxisIs1: 	129.78 	AngleAxisIs0: 	184.32 	AngleWheelIs1: 	127.716 	AngleWheelIs0: 	131.844 	PositionError1: 	2.15204 	PositionError0: 	2.33302 	CurrentMust0: 	536 	CurrentIs0: 	526 	CurrentMust1: 	-538 	CurrentIs1: 	-543 	
ArmModuleId: 	1 	Time: 	2864673 	P0: 	140 	P1: 	140 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3861187744 	time_after_control_loop: 	3861218800 	T_diff: 	31056 	AngleAxisMust1: 	194.814 	AngleAxisMust0: 	181.429 	AngleWheelMust1: 	195.497 	AngleWheelMust0: 	194.131 	AngleAxisIs1: 	192.33 	AngleAxisIs0: 	178.74 	AngleWheelIs1: 	192.932 	AngleWheelIs0: 	191.728 	PositionError1: 	1.19897 	PositionError0: 	3.76669 	CurrentMust0: 	527 	CurrentIs0: 	511 	CurrentMust1: 	-167 	CurrentIs1: 	-163 	
ArmModuleId: 	0 	Time: 	2948644 	P0: 	230 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3861271670 	time_after_control_loop: 	3861298499 	T_diff: 	26829 	AngleAxisMust1: 	132.348 	AngleAxisMust0: 	184.661 	AngleWheelMust1: 	134.575 	AngleWheelMust0: 	130.121 	AngleAxisIs1: 	129.69 	AngleAxisIs0: 	184.32 	AngleWheelIs1: 	127.626 	AngleWheelIs0: 	131.754 	PositionError1: 	2.49472 	PositionError0: 	2.81982 	CurrentMust0: 	648 	CurrentIs0: 	647 	CurrentMust1: 	-623 	CurrentIs1: 	-602 	
ArmModuleId: 	1 	Time: 	3001447 	P0: 	140 	P1: 	140 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3861324500 	time_after_control_loop: 	3861356071 	T_diff: 	31571 	AngleAxisMust1: 	194.93 	AngleAxisMust0: 	181.588 	AngleWheelMust1: 	195.689 	AngleWheelMust0: 	194.171 	AngleAxisIs1: 	192.33 	AngleAxisIs0: 	177.84 	AngleWheelIs1: 	193.362 	AngleWheelIs0: 	191.298 	PositionError1: 	0.808685 	PositionError0: 	4.39062 	CurrentMust0: 	614 	CurrentIs0: 	504 	CurrentMust1: 	-113 	CurrentIs1: 	0 	
ArmModuleId: 	0 	Time: 	3088248 	P0: 	230 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3861411277 	time_after_control_loop: 	3861438291 	T_diff: 	27014 	AngleAxisMust1: 	132.684 	AngleAxisMust0: 	184.816 	AngleWheelMust1: 	134.985 	AngleWheelMust0: 	130.382 	AngleAxisIs1: 	129.78 	AngleAxisIs0: 	184.23 	AngleWheelIs1: 	127.759 	AngleWheelIs0: 	131.801 	PositionError1: 	2.6229 	PositionError0: 	3.18294 	CurrentMust0: 	732 	CurrentIs0: 	736 	CurrentMust1: 	-655 	CurrentIs1: 	-661 	
ArmModuleId: 	1 	Time: 	3145287 	P0: 	140 	P1: 	140 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3861468353 	time_after_control_loop: 	3861495247 	T_diff: 	26894 	AngleAxisMust1: 	195.05 	AngleAxisMust0: 	181.755 	AngleWheelMust1: 	195.889 	AngleWheelMust0: 	194.212 	AngleAxisIs1: 	196.65 	AngleAxisIs0: 	183.87 	AngleWheelIs1: 	194.801 	AngleWheelIs0: 	198.499 	PositionError1: 	-0.588959 	PositionError0: 	-2.61061 	CurrentMust0: 	-365 	CurrentIs0: 	290 	CurrentMust1: 	82 	CurrentIs1: 	0 	
ArmModuleId: 	0 	Time: 	3232978 	P0: 	230 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3861556004 	time_after_control_loop: 	3861583385 	T_diff: 	27381 	AngleAxisMust1: 	133.05 	AngleAxisMust0: 	184.986 	AngleWheelMust1: 	135.432 	AngleWheelMust0: 	130.667 	AngleAxisIs1: 	129.78 	AngleAxisIs0: 	184.41 	AngleWheelIs1: 	127.673 	AngleWheelIs0: 	131.887 	PositionError1: 	2.9938 	PositionError0: 	3.54427 	CurrentMust0: 	815 	CurrentIs0: 	854 	CurrentMust1: 	-748 	CurrentIs1: 	-757 	
ArmModuleId: 	1 	Time: 	3286319 	P0: 	140 	P1: 	140 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3861609372 	time_after_control_loop: 	3861641473 	T_diff: 	32101 	AngleAxisMust1: 	195.182 	AngleAxisMust0: 	181.936 	AngleWheelMust1: 	196.107 	AngleWheelMust0: 	194.257 	AngleAxisIs1: 	198.9 	AngleAxisIs0: 	191.97 	AngleWheelIs1: 	193.18 	AngleWheelIs0: 	204.62 	PositionError1: 	1.07625 	PositionError0: 	-8.51286 	CurrentMust0: 	-1191 	CurrentIs0: 	-946 	CurrentMust1: 	-150 	CurrentIs1: 	0 	
ArmModuleId: 	0 	Time: 	3371703 	P0: 	230 	P1: 	250 	I0: 	0 	I1: 	0 	D0: 	0 	D1: 	0 	time_before_control_loop: 	3861694731 	time_after_control_loop: 	3861722169 	T_diff: 	27438 	AngleAxisMust1: 	133.457 	AngleAxisMust0: 	185.176 	AngleWheelMust1: 	135.93 	AngleWheelMust0: 	130.984 	AngleAxisIs1: 	129.78 	AngleAxisIs0: 	184.23 	AngleWheelIs1: 	127.759 	AngleWheelIs0: 	131.801 	PositionError1: 	3.22477 	PositionError0: 	4.12802 	CurrentMust0: 	949 	CurrentIs0: 	935 	CurrentMust1: 	-806 	CurrentIs1: 	-796 	
