ArmModuleId: 	0 	Time: 	2560225 	P0: 	200 	P1: 	200 	I0: 	0.6 	I1: 	0.6 	D0: 	18 	D1: 	18 	time_before_control_loop: 	4266664249 	time_after_control_loop: 	4266745151 	T_diff: 	80902 	AngleAxisMust1: 	177.48 	AngleAxisMust0: 	180.18 	AngleWheelMust1: 	177.566 	AngleWheelMust0: 	177.394 	AngleAxisIs1: 	177.39 	AngleAxisIs0: 	180.27 	AngleWheelIs1: 	177.261 	AngleWheelIs0: 	177.519 	PositionError1: 	0.133301 	PositionError0: 	0.047287 	CurrentMust0: 	45 	CurrentIs0: 	48 	CurrentMust1: 	-129 	CurrentIs1: 	-137 	
ArmModuleId: 	1 	Time: 	2667178 	P0: 	120 	P1: 	120 	I0: 	0.4 	I1: 	0.4 	D0: 	10 	D1: 	10 	time_before_control_loop: 	4266771220 	time_after_control_loop: 	4266842176 	T_diff: 	70956 	AngleAxisMust1: 	185.49 	AngleAxisMust0: 	186.21 	AngleWheelMust1: 	188.457 	AngleWheelMust0: 	182.523 	AngleAxisIs1: 	185.4 	AngleAxisIs0: 	186.21 	AngleWheelIs1: 	182.433 	AngleWheelIs0: 	188.367 	PositionError1: 	0.0897217 	PositionError0: 	0.0890656 	CurrentMust0: 	58 	CurrentIs0: 	58 	CurrentMust1: 	-58 	CurrentIs1: 	-68 	
ArmModuleId: 	0 	Time: 	2799164 	P0: 	200 	P1: 	200 	I0: 	0.6 	I1: 	0.6 	D0: 	18 	D1: 	18 	time_before_control_loop: 	4266903182 	time_after_control_loop: 	4266929938 	T_diff: 	26756 	AngleAxisMust1: 	177.108 	AngleAxisMust0: 	181.028 	AngleWheelMust1: 	177.599 	AngleWheelMust0: 	176.616 	AngleAxisIs1: 	177.48 	AngleAxisIs0: 	180.63 	AngleWheelIs1: 	177.179 	AngleWheelIs0: 	177.781 	PositionError1: 	-0.56189 	PositionError0: 	-0.182114 	CurrentMust0: 	-9 	CurrentIs0: 	4 	CurrentMust1: 	40 	CurrentIs1: 	10 	
ArmModuleId: 	1 	Time: 	2852336 	P0: 	120 	P1: 	120 	I0: 	0.4 	I1: 	0.4 	D0: 	10 	D1: 	10 	time_before_control_loop: 	4266956378 	time_after_control_loop: 	4266983874 	T_diff: 	27496 	AngleAxisMust1: 	185.799 	AngleAxisMust0: 	186.504 	AngleWheelMust1: 	188.907 	AngleWheelMust0: 	182.691 	AngleAxisIs1: 	184.68 	AngleAxisIs0: 	185.4 	AngleWheelIs1: 	182.1 	AngleWheelIs0: 	187.26 	PositionError1: 	0.591476 	PositionError0: 	1.64592 	CurrentMust0: 	309 	CurrentIs0: 	308 	CurrentMust1: 	-144 	CurrentIs1: 	-127 	
ArmModuleId: 	0 	Time: 	2935565 	P0: 	200 	P1: 	200 	I0: 	0.6 	I1: 	0.6 	D0: 	18 	D1: 	18 	time_before_control_loop: 	4267039591 	time_after_control_loop: 	4267070003 	T_diff: 	30412 	AngleAxisMust1: 	177.054 	AngleAxisMust0: 	181.151 	AngleWheelMust1: 	177.604 	AngleWheelMust0: 	176.504 	AngleAxisIs1: 	177.39 	AngleAxisIs0: 	180.72 	AngleWheelIs1: 	177.046 	AngleWheelIs0: 	177.734 	PositionError1: 	-0.54158 	PositionError0: 	-0.130341 	CurrentMust0: 	-12 	CurrentIs0: 	-26 	CurrentMust1: 	82 	CurrentIs1: 	99 	
ArmModuleId: 	1 	Time: 	2992474 	P0: 	120 	P1: 	120 	I0: 	0.4 	I1: 	0.4 	D0: 	10 	D1: 	10 	time_before_control_loop: 	4267096507 	time_after_control_loop: 	4267122994 	T_diff: 	26487 	AngleAxisMust1: 	185.844 	AngleAxisMust0: 	186.546 	AngleWheelMust1: 	188.972 	AngleWheelMust0: 	182.716 	AngleAxisIs1: 	184.68 	AngleAxisIs0: 	186.12 	AngleWheelIs1: 	181.756 	AngleWheelIs0: 	187.604 	PositionError1: 	0.960022 	PositionError0: 	1.36716 	CurrentMust0: 	360 	CurrentIs0: 	597 	CurrentMust1: 	-231 	CurrentIs1: 	-222 	
ArmModuleId: 	0 	Time: 	3076404 	P0: 	200 	P1: 	200 	I0: 	0.6 	I1: 	0.6 	D0: 	18 	D1: 	18 	time_before_control_loop: 	4267180422 	time_after_control_loop: 	4267207947 	T_diff: 	27525 	AngleAxisMust1: 	176.995 	AngleAxisMust0: 	181.284 	AngleWheelMust1: 	177.609 	AngleWheelMust0: 	176.382 	AngleAxisIs1: 	176.94 	AngleAxisIs0: 	180.54 	AngleWheelIs1: 	176.682 	AngleWheelIs0: 	177.198 	PositionError1: 	-0.29982 	PositionError0: 	0.410858 	CurrentMust0: 	107 	CurrentIs0: 	114 	CurrentMust1: 	69 	CurrentIs1: 	55 	
ArmModuleId: 	1 	Time: 	3129952 	P0: 	120 	P1: 	120 	I0: 	0.4 	I1: 	0.4 	D0: 	10 	D1: 	10 	time_before_control_loop: 	4267233997 	time_after_control_loop: 	4267261107 	T_diff: 	27110 	AngleAxisMust1: 	185.892 	AngleAxisMust0: 	186.592 	AngleWheelMust1: 	189.042 	AngleWheelMust0: 	182.742 	AngleAxisIs1: 	186.39 	AngleAxisIs0: 	188.37 	AngleWheelIs1: 	182.391 	AngleWheelIs0: 	190.389 	PositionError1: 	0.351639 	PositionError0: 	-1.34731 	CurrentMust0: 	34 	CurrentIs0: 	323 	CurrentMust1: 	-194 	CurrentIs1: 	-201 	
ArmModuleId: 	0 	Time: 	3218762 	P0: 	200 	P1: 	200 	I0: 	0.6 	I1: 	0.6 	D0: 	18 	D1: 	18 	time_before_control_loop: 	4267322783 	time_after_control_loop: 	4267350390 	T_diff: 	27607 	AngleAxisMust1: 	176.93 	AngleAxisMust0: 	181.432 	AngleWheelMust1: 	177.615 	AngleWheelMust0: 	176.246 	AngleAxisIs1: 	176.49 	AngleAxisIs0: 	180.63 	AngleWheelIs1: 	176.189 	AngleWheelIs0: 	176.791 	PositionError1: 	0.0571899 	PositionError0: 	0.823608 	CurrentMust0: 	243 	CurrentIs0: 	247 	CurrentMust1: 	7 	CurrentIs1: 	4 	
ArmModuleId: 	1 	Time: 	3273275 	P0: 	120 	P1: 	120 	I0: 	0.4 	I1: 	0.4 	D0: 	10 	D1: 	10 	time_before_control_loop: 	4267377364 	time_after_control_loop: 	4267408239 	T_diff: 	30875 	AngleAxisMust1: 	185.946 	AngleAxisMust0: 	186.644 	AngleWheelMust1: 	189.121 	AngleWheelMust0: 	182.772 	AngleAxisIs1: 	187.83 	AngleAxisIs0: 	192.15 	AngleWheelIs1: 	182.024 	AngleWheelIs0: 	193.636 	PositionError1: 	0.74736 	PositionError0: 	-4.51492 	CurrentMust0: 	-513 	CurrentIs0: 	-487 	CurrentMust1: 	-273 	CurrentIs1: 	-268 	
ArmModuleId: 	0 	Time: 	3360174 	P0: 	200 	P1: 	200 	I0: 	0.6 	I1: 	0.6 	D0: 	18 	D1: 	18 	time_before_control_loop: 	4267464192 	time_after_control_loop: 	4267491872 	T_diff: 	27680 	AngleAxisMust1: 	176.861 	AngleAxisMust0: 	181.59 	AngleWheelMust1: 	177.621 	AngleWheelMust0: 	176.101 	AngleAxisIs1: 	176.22 	AngleAxisIs0: 	180.54 	AngleWheelIs1: 	175.962 	AngleWheelIs0: 	176.478 	PositionError1: 	0.13974 	PositionError0: 	1.14275 	CurrentMust0: 	390 	CurrentIs0: 	402 	CurrentMust1: 	-16 	CurrentIs1: 	-19 	
